,U3_HNV10CT104,U3_HNV10CT111,U3_HNV10CT102,U3_HNV10CT103
2017-01-03|15:32:48.000,33.86707,27.11828,29.57403,39.02061
2017-01-03|15:32:58.000,33.87592,27.13255,29.57503,38.87823
2017-01-03|15:33:08.000,33.88425,27.14683,29.57604,38.78677
2017-01-03|15:33:18.000,33.8926,27.1611,29.57704,38.72482
2017-01-03|15:33:28.000,33.91484,27.17537,29.57805,38.67892
2017-01-03|15:33:38.000,33.93634,27.18965,29.57905,38.64656
2017-01-03|15:33:48.000,33.973,27.20392,29.58006,38.62284
2017-01-03|15:33:58.000,33.96492,27.2182,29.58106,38.60846
2017-01-03|15:34:08.000,33.95684,27.21551,29.58206,38.59032
2017-01-03|15:34:18.000,33.94876,27.20484,29.57894,38.57095
2017-01-03|15:34:28.000,33.93312,27.19417,29.57525,38.55246
2017-01-03|15:34:38.000,33.91644,27.1835,29.57156,38.53398
2017-01-03|15:34:48.000,33.89977,27.17282,29.56787,38.56371
2017-01-03|15:34:58.000,33.87777,27.16215,29.56418,38.60264
2017-01-03|15:35:08.000,33.86189,27.15148,29.56049,38.58741
2017-01-03|15:35:18.000,33.84958,27.14081,29.55681,38.5616
2017-01-03|15:35:28.000,33.82444,27.13014,29.57383,38.52687
2017-01-03|15:35:38.000,33.83376,27.11947,29.56131,38.5126
2017-01-03|15:35:48.000,33.8334,27.11143,29.57164,38.56113
2017-01-03|15:35:58.000,33.82216,27.10767,29.58197,38.60643
2017-01-03|15:36:08.000,33.83741,27.10392,29.57055,38.62082
2017-01-03|15:36:18.000,33.81894,27.10017,29.57017,38.60519
2017-01-03|15:36:28.000,33.83803,27.09642,29.55524,38.58435
2017-01-03|15:36:38.000,33.86634,27.09267,29.5536,38.556
2017-01-03|15:36:48.000,33.8355,27.08891,29.55196,38.60277
2017-01-03|15:36:58.000,33.80653,27.08516,29.55031,38.57905
2017-01-03|15:37:08.000,33.76762,27.08141,29.54867,38.55571
2017-01-03|15:37:18.000,33.72854,27.07766,29.54702,38.56864
2017-01-03|15:37:28.000,33.70116,27.07391,29.54538,38.59
2017-01-03|15:37:38.000,33.72875,27.07016,29.54374,38.62897
2017-01-03|15:37:48.000,33.66972,27.0664,29.54209,38.67664
2017-01-03|15:37:58.000,33.67896,27.06265,29.54045,38.73212
2017-01-03|15:38:08.000,33.68819,27.0589,29.5388,38.70024
2017-01-03|15:38:18.000,33.67038,27.05515,29.53716,38.66647
2017-01-03|15:38:28.000,33.65947,27.0514,29.53551,38.61171
2017-01-03|15:38:38.000,33.6536,27.04765,29.53387,38.55348
2017-01-03|15:38:48.000,33.64773,27.0439,29.53222,38.5032
2017-01-03|15:38:58.000,33.64186,27.04014,29.53058,38.51356
2017-01-03|15:39:08.000,33.64362,27.03639,29.55581,38.52391
2017-01-03|15:39:18.000,33.65332,27.03264,29.54492,38.57098
2017-01-03|15:39:28.000,33.6506,27.02889,29.55556,38.55903
2017-01-03|15:39:38.000,33.66536,27.02514,29.54548,38.53453
2017-01-03|15:39:48.000,33.68013,27.02139,29.54392,38.49477
2017-01-03|15:39:58.000,33.68659,27.01764,29.5414,38.47486
2017-01-03|15:40:08.000,33.67941,27.01389,29.53578,38.44279
2017-01-03|15:40:18.000,33.67223,27.01014,29.55384,38.42919
2017-01-03|15:40:28.000,33.66505,27.00639,29.55218,38.44645
2017-01-03|15:40:38.000,33.69158,27.08878,29.5297,38.49074
2017-01-03|15:40:48.000,33.69759,27.06805,29.51895,38.52549
2017-01-03|15:40:58.000,33.70361,27.02226,29.5082,38.57717
2017-01-03|15:41:08.000,33.70962,27.01102,29.53229,38.61414
2017-01-03|15:41:18.000,33.70845,27.0064,29.5369,38.64969
2017-01-03|15:41:28.000,33.70942,27.06615,29.54151,38.68487
2017-01-03|15:41:38.000,33.66163,27.05178,29.54612,38.76588
2017-01-03|15:41:48.000,33.63815,27.0936,29.55073,38.77585
2017-01-03|15:41:58.000,33.66169,27.0603,29.55534,38.7007
2017-01-03|15:42:08.000,33.68629,27.02699,29.5468,38.62472
2017-01-03|15:42:18.000,33.72466,27.07921,29.53451,38.56002
2017-01-03|15:42:28.000,33.74454,27.09832,29.52222,38.51775
2017-01-03|15:42:38.000,33.76442,27.04598,29.50993,38.48729
2017-01-03|15:42:48.000,33.7843,27.06796,29.51006,38.4819
2017-01-03|15:42:58.000,33.77778,27.05257,29.51928,38.49485
2017-01-03|15:43:08.000,33.75194,27.06391,29.52849,38.48163
2017-01-03|15:43:18.000,33.75096,27.08848,29.53347,38.44929
2017-01-03|15:43:28.000,33.76852,27.0444,29.54064,38.43142
2017-01-03|15:43:38.000,33.79006,27.03124,29.55096,38.44267
2017-01-03|15:43:48.000,33.74186,27.03667,29.54272,38.48098
2017-01-03|15:43:58.000,33.72898,27.07786,29.5544,38.51797
2017-01-03|15:44:08.000,33.71667,27.05946,29.53301,38.54386
2017-01-03|15:44:18.000,33.69065,27.02456,29.54191,38.5266
2017-01-03|15:44:28.000,33.69826,27.08747,29.55082,38.48797
2017-01-03|15:44:38.000,33.70586,27.01986,29.53338,38.50865
2017-01-03|15:44:48.000,33.71346,27.0552,29.54014,38.55494
2017-01-03|15:44:58.000,33.74673,27.09594,29.5476,38.60958
2017-01-03|15:45:08.000,33.78633,27.03488,29.53241,38.66226
2017-01-03|15:45:18.000,33.76752,27.0752,29.53174,38.71656
2017-01-03|15:45:28.000,33.78208,27.10475,29.54245,38.7731
2017-01-03|15:45:38.000,33.79797,27.05895,29.53452,38.82966
2017-01-03|15:45:48.000,33.80399,27.01316,29.53509,38.78707
2017-01-03|15:45:58.000,33.81,27.10963,29.53285,38.68272
2017-01-03|15:46:08.000,33.81601,27.10856,29.54118,38.63126
2017-01-03|15:46:18.000,33.83211,27.10433,29.5495,38.60001
2017-01-03|15:46:28.000,33.85125,27.09561,29.53234,38.57439
2017-01-03|15:46:38.000,33.8656,27.08688,29.55581,38.56145
2017-01-03|15:46:48.000,33.8568,27.07816,29.55549,38.54109
2017-01-03|15:46:58.000,33.83792,27.06944,29.53823,38.50126
2017-01-03|15:47:08.000,33.82069,27.06071,29.55437,38.47794
2017-01-03|15:47:18.000,33.83915,27.05199,29.53246,38.49785
2017-01-03|15:47:28.000,33.85645,27.04327,29.5365,38.51777
2017-01-03|15:47:38.000,33.87196,27.03454,29.54053,38.55107
2017-01-03|15:47:48.000,33.88746,27.02582,29.54457,38.59316
2017-01-03|15:47:58.000,33.90297,27.0171,29.5486,38.62063
2017-01-03|15:48:08.000,33.91848,27.00837,29.55263,38.61007
2017-01-03|15:48:18.000,33.89217,27.08757,29.55418,38.56969
2017-01-03|15:48:28.000,33.86441,27.00614,29.54569,38.60667
2017-01-03|15:48:38.000,33.85427,27.04841,29.55547,38.64364
2017-01-03|15:48:48.000,33.84414,27.09069,29.53625,38.69232
2017-01-03|15:48:58.000,33.834,27.10239,29.55144,38.7228
2017-01-03|15:49:08.000,33.82387,27.08041,29.53679,38.7916
2017-01-03|15:49:18.000,33.84788,27.05842,29.54294,38.92429
2017-01-03|15:49:28.000,33.8571,27.03644,29.54994,38.88208
2017-01-03|15:49:38.000,33.86633,27.01446,29.53621,38.77723
2017-01-03|15:49:48.000,33.88264,27.10138,29.5489,38.69313
2017-01-03|15:49:58.000,33.89416,27.07085,29.53444,38.65171
2017-01-03|15:50:08.000,33.88898,27.04032,29.53293,38.64328
2017-01-03|15:50:18.000,33.88382,27.00978,29.54652,38.68368
2017-01-03|15:50:28.000,33.87864,27.0672,29.53444,38.71153
2017-01-03|15:50:38.000,33.87347,27.08181,29.53986,38.73546
2017-01-03|15:50:48.000,33.86143,27.04635,29.53214,38.75539
2017-01-03|15:50:58.000,33.84167,27.0109,29.55399,38.73383
2017-01-03|15:51:08.000,33.83173,27.09907,29.54539,38.75132
2017-01-03|15:51:18.000,33.82178,27.01656,29.53678,38.74924
2017-01-03|15:51:28.000,33.83198,27.05236,29.55442,38.72681
2017-01-03|15:51:38.000,33.83278,27.05538,29.53442,38.68733
2017-01-03|15:51:48.000,33.85183,27.00977,29.55421,38.66327
2017-01-03|15:51:58.000,33.86139,27.08079,29.55621,38.61896
2017-01-03|15:52:08.000,33.86831,27.08537,29.55419,38.58336
2017-01-03|15:52:18.000,33.84226,27.1094,29.55218,38.56029
2017-01-03|15:52:28.000,33.80348,27.10891,29.55016,38.57754
2017-01-03|15:52:38.000,33.80347,27.00755,29.54814,38.63362
2017-01-03|15:52:48.000,33.81578,27.09222,29.54613,38.6993
2017-01-03|15:52:58.000,33.82857,27.08531,29.54411,38.80658
2017-01-03|15:53:08.000,33.8415,27.08548,29.54209,38.87244
2017-01-03|15:53:18.000,33.80983,27.05969,29.54007,38.82778
2017-01-03|15:53:28.000,33.79691,27.06254,29.53806,38.75273
2017-01-03|15:53:38.000,33.74018,27.02808,29.53604,38.67765
2017-01-03|15:53:48.000,33.72894,27.10466,29.53402,38.62945
2017-01-03|15:53:58.000,33.71769,27.03023,29.53201,38.62547
2017-01-03|15:54:08.000,33.73336,27.02773,29.55416,38.62149
2017-01-03|15:54:18.000,33.73603,27.03698,29.55068,38.6175
2017-01-03|15:54:28.000,33.72865,27.08094,29.53549,38.61352
2017-01-03|15:54:38.000,33.72126,27.05255,29.55231,38.60954
2017-01-03|15:54:48.000,33.73018,27.0803,29.53276,38.60555
2017-01-03|15:54:58.000,33.70606,27.03051,29.53276,38.62038
2017-01-03|15:55:08.000,33.69431,27.02598,29.53404,38.77197
2017-01-03|15:55:18.000,33.65992,27.07341,29.54142,38.93654
2017-01-03|15:55:28.000,33.647,27.00471,29.54879,39.02819
2017-01-03|15:55:38.000,33.64268,27.10999,29.55617,39.0407
2017-01-03|15:55:48.000,33.66113,27.09027,29.53337,39.03508
2017-01-03|15:55:58.000,33.67675,27.08975,29.5437,39.02945
2017-01-03|15:56:08.000,33.6861,27.0376,29.55403,39.02383
2017-01-03|15:56:18.000,33.66763,27.09898,29.54261,39.0182
2017-01-03|15:56:28.000,33.68568,27.03548,29.55467,39.04096
2017-01-03|15:56:38.000,33.70984,27.10417,29.54802,39.07221
2017-01-03|15:56:48.000,33.69978,27.08277,29.54535,39.09894
2017-01-03|15:56:58.000,33.67182,27.10318,29.555,39.11069
2017-01-03|15:57:08.000,33.64808,27.08383,29.54705,39.11207
2017-01-03|15:57:18.000,33.64345,27.02368,29.53749,39.07516
2017-01-03|15:57:28.000,33.65575,27.09281,29.5482,39.08036
2017-01-03|15:57:38.000,33.66805,27.01953,29.53708,39.09399
2017-01-03|15:57:48.000,33.68036,27.08021,29.54241,39.12793
2017-01-03|15:57:58.000,33.70697,27.05117,29.556,39.20877
2017-01-03|15:58:08.000,33.70737,27.02894,29.55335,39.2658
2017-01-03|15:58:18.000,33.69846,27.0839,29.54528,39.22199
2017-01-03|15:58:28.000,33.68955,27.00882,29.53721,39.16591
2017-01-03|15:58:38.000,33.63447,27.09812,29.5529,39.14155
2017-01-03|15:58:48.000,33.58382,27.07722,29.53842,39.13119
2017-01-03|15:58:58.000,33.56798,27.03628,29.53583,39.11922
2017-01-03|15:59:08.000,33.61359,27.06729,29.54505,39.09218
2017-01-03|15:59:18.000,33.63119,27.10691,29.55427,39.07924
2017-01-03|15:59:28.000,33.61758,27.01562,29.55226,39.06197
2017-01-03|15:59:38.000,33.5922,27.04787,29.54399,39.04695
2017-01-03|15:59:48.000,33.63397,27.06628,29.55575,39.05504
2017-01-03|15:59:58.000,33.62352,27.08955,29.55446,39.06313
2017-01-03|16:00:08.000,33.63658,27.00625,29.55317,39.07877
2017-01-03|16:00:18.000,33.62222,27.09953,29.55188,39.09862
2017-01-03|16:00:28.000,33.58827,27.10685,29.55059,39.10293
2017-01-03|16:00:38.000,33.55265,27.01297,29.5493,39.10724
2017-01-03|16:00:48.000,33.50651,27.08484,29.548,39.11155
2017-01-03|16:00:58.000,33.47629,27.10783,29.54671,39.11586
2017-01-03|16:01:08.000,33.41325,27.09787,29.54542,39.12018
2017-01-03|16:01:18.000,33.38247,27.04292,29.54413,39.15195
2017-01-03|16:01:28.000,33.34448,27.02596,29.54284,39.1957
2017-01-03|16:01:38.000,33.31877,27.11051,29.54155,39.2673
2017-01-03|16:01:48.000,33.30357,27.00597,29.54026,39.22048
2017-01-03|16:01:58.000,33.28838,27.04267,29.53897,39.153
2017-01-03|16:02:08.000,33.25354,27.00632,29.53768,39.08829
2017-01-03|16:02:18.000,33.2271,27.04296,29.53638,39.03387
2017-01-03|16:02:28.000,33.1953,27.09528,29.5351,39.00747
2017-01-03|16:02:38.000,33.17807,27.10518,29.5338,38.98898
2017-01-03|16:02:48.000,33.19507,27.03066,29.53251,38.97049
2017-01-03|16:02:58.000,33.22878,27.05975,29.53122,38.95451
2017-01-03|16:03:08.000,33.28324,27.02993,29.53634,38.93841
2017-01-03|16:03:18.000,33.3866,27.0758,29.54864,38.91117
2017-01-03|16:03:28.000,33.50474,27.01082,29.54569,38.8902
2017-01-03|16:03:38.000,33.58824,27.03393,29.54709,38.89945
2017-01-03|16:03:48.000,33.61958,26.99951,29.55532,38.90869
2017-01-03|16:03:58.000,33.63023,26.99598,29.55311,38.91625
2017-01-03|16:04:08.000,33.6025,26.99246,29.55091,38.92095
2017-01-03|16:04:18.000,33.45298,26.98894,29.5487,38.92566
2017-01-03|16:04:28.000,33.34715,26.98541,29.54649,38.93036
2017-01-03|16:04:38.000,33.30315,26.98189,29.54429,38.93506
2017-01-03|16:04:48.000,33.31207,26.97837,29.54208,38.93977
2017-01-03|16:04:58.000,33.32098,26.97485,29.53987,38.90535
2017-01-03|16:05:08.000,33.32109,26.97132,29.53767,38.89172
2017-01-03|16:05:18.000,33.30565,26.9678,29.53546,38.9108
2017-01-03|16:05:28.000,33.3265,26.96428,29.53325,38.93254
2017-01-03|16:05:38.000,33.3129,26.96075,29.53105,38.95325
2017-01-03|16:05:48.000,33.2997,26.95723,29.53284,38.98549
2017-01-03|16:05:58.000,33.28847,26.95371,29.53886,38.92809
2017-01-03|16:06:08.000,33.27724,26.95019,29.538,38.78141
2017-01-03|16:06:18.000,33.2733,26.94666,29.52999,38.64643
2017-01-03|16:06:28.000,33.3138,26.94314,29.52217,38.50532
2017-01-03|16:06:38.000,33.31008,26.93962,29.51435,38.41807
2017-01-03|16:06:48.000,33.27673,26.93609,29.50653,38.36389
2017-01-03|16:06:58.000,33.24504,26.93257,29.52282,38.34753
2017-01-03|16:07:08.000,33.19216,26.92905,29.50891,38.35677
2017-01-03|16:07:18.000,33.16193,26.92553,29.52425,38.36601
2017-01-03|16:07:28.000,33.14833,26.92201,29.51342,38.377
2017-01-03|16:07:38.000,33.17872,26.91848,29.5123,38.38993
2017-01-03|16:07:48.000,33.21853,26.91496,29.50248,38.42495
2017-01-03|16:07:58.000,33.26732,26.91144,29.50015,38.46022
2017-01-03|16:08:08.000,33.29057,26.90792,29.49783,38.49179
2017-01-03|16:08:18.000,33.24767,26.9044,29.4955,38.5161
2017-01-03|16:08:28.000,33.23808,26.90088,29.49318,38.54098
2017-01-03|16:08:38.000,33.24842,26.89735,29.49085,38.5644
2017-01-03|16:08:48.000,33.26909,26.89383,29.48852,38.61856
2017-01-03|16:08:58.000,33.29565,26.92107,29.4862,38.63103
2017-01-03|16:09:08.000,33.2795,26.92153,29.48387,38.55594
2017-01-03|16:09:18.000,33.24491,26.91878,29.48155,38.46561
2017-01-03|16:09:28.000,33.2313,26.93371,29.47922,38.40137
2017-01-03|16:09:38.000,33.19613,26.96726,29.4839,38.35873
2017-01-03|16:09:48.000,33.16572,26.89667,29.50234,38.34937
2017-01-03|16:09:58.000,33.10817,26.92871,29.47721,38.35861
2017-01-03|16:10:08.000,33.07284,26.99927,29.47465,38.36786
2017-01-03|16:10:18.000,33.08092,26.96996,29.47209,38.39017
2017-01-03|16:10:28.000,33.08899,26.97435,29.46954,38.41339
2017-01-03|16:10:38.000,33.12331,26.9957,29.46698,38.41283
2017-01-03|16:10:48.000,33.16939,26.96889,29.46443,38.38774
2017-01-03|16:10:58.000,33.15157,26.94208,29.46187,38.33105
2017-01-03|16:11:08.000,33.13374,26.91528,29.45931,38.27852
2017-01-03|16:11:18.000,33.11492,27.00061,29.45676,38.23698
2017-01-03|16:11:28.000,33.08889,26.9673,29.4542,38.246
2017-01-03|16:11:38.000,33.03953,26.934,29.46536,38.32814
2017-01-03|16:11:48.000,33.02593,26.9007,29.46699,38.39791
2017-01-03|16:11:58.000,32.99348,26.97599,29.45872,38.35354
2017-01-03|16:12:08.000,33.00544,26.95512,29.44998,38.31656
2017-01-03|16:12:18.000,33.02831,26.89675,29.43153,38.27731
2017-01-03|16:12:28.000,33.06175,26.98988,29.44693,38.24248
2017-01-03|16:12:38.000,33.07678,26.96479,29.43771,38.16025
2017-01-03|16:12:48.000,33.10125,26.9409,29.42849,38.14663
2017-01-03|16:12:58.000,33.11847,26.97264,29.43602,38.16185
2017-01-03|16:13:08.000,33.09232,26.90995,29.42671,38.21361
2017-01-03|16:13:18.000,33.07712,26.80846,29.42336,38.28357
2017-01-03|16:13:28.000,33.0933,26.80848,29.42001,38.35099
2017-01-03|16:13:38.000,33.05911,26.84813,29.41666,38.44308
2017-01-03|16:13:48.000,32.99551,26.84506,29.41331,38.39878
2017-01-03|16:13:58.000,32.96648,26.83945,29.40996,38.29726
2017-01-03|16:14:08.000,32.92716,26.79446,29.40661,38.22485
2017-01-03|16:14:18.000,32.92634,26.85918,29.40326,38.22363
2017-01-03|16:14:28.000,32.963,26.82952,29.42332,38.23288
2017-01-03|16:14:38.000,32.95586,26.84607,29.40266,38.24347
2017-01-03|16:14:48.000,32.94573,26.78501,29.41986,38.27222
2017-01-03|16:14:58.000,32.9356,26.87448,29.41277,38.29821
2017-01-03|16:15:08.000,32.92546,26.84492,29.40556,38.31671
2017-01-03|16:15:18.000,32.91533,26.82775,29.42073,38.32716
2017-01-03|16:15:28.000,32.82195,26.85596,29.39917,38.33641
2017-01-03|16:15:38.000,32.80579,26.85532,29.39056,38.35094
2017-01-03|16:15:48.000,32.8524,26.77521,29.38196,38.50351
2017-01-03|16:15:58.000,32.80474,26.76613,29.38196,38.6529
2017-01-03|16:16:08.000,32.74904,26.75705,29.39892,38.72702
2017-01-03|16:16:18.000,32.78071,26.74796,29.38374,38.75032
2017-01-03|16:16:28.000,32.8164,26.73888,29.39965,38.70831
2017-01-03|16:16:38.000,32.8287,26.7298,29.39469,38.67816
2017-01-03|16:16:48.000,32.84326,26.72071,29.38972,38.65825
2017-01-03|16:16:58.000,32.86172,26.71163,29.38476,38.63066
2017-01-03|16:17:08.000,32.8723,26.70255,29.37979,38.65252
2017-01-03|16:17:18.000,32.84577,26.69346,29.37876,38.63958
2017-01-03|16:17:28.000,32.8394,26.68438,29.39721,38.61873
2017-01-03|16:17:38.000,32.84457,26.67529,29.40545,38.62839
2017-01-03|16:17:48.000,32.84974,26.74993,29.4106,38.6203
2017-01-03|16:17:58.000,32.85491,26.70153,29.41576,38.61221
2017-01-03|16:18:08.000,32.86008,26.71761,29.42092,38.60411
2017-01-03|16:18:18.000,32.88863,26.77546,29.42608,38.61475
2017-01-03|16:18:28.000,32.89561,26.75984,29.41866,38.62601
2017-01-03|16:18:38.000,32.9026,26.73303,29.41895,38.64415
2017-01-03|16:18:48.000,32.90958,26.70622,29.40945,38.69598
2017-01-03|16:18:58.000,32.92667,26.67942,29.42125,38.80676
2017-01-03|16:19:08.000,32.96111,26.7534,29.40835,38.79842
2017-01-03|16:19:18.000,32.98606,26.70106,29.40832,38.78548
2017-01-03|16:19:28.000,33.01303,26.77596,29.4057,38.72747
2017-01-03|16:19:38.000,32.98791,26.71664,29.41057,38.68533
2017-01-03|16:19:48.000,32.96638,26.75395,29.41544,38.65656
2017-01-03|16:19:58.000,32.90018,26.70999,29.42031,38.6238
2017-01-03|16:20:08.000,32.84875,26.7016,29.42517,38.60762
2017-01-03|16:20:18.000,32.78262,26.7564,29.42535,38.58179
2017-01-03|16:20:28.000,32.75033,26.73445,29.40764,38.55304
2017-01-03|16:20:38.000,32.74066,26.69841,29.42058,38.55367
2017-01-03|16:20:48.000,32.7568,26.76711,29.40625,38.55955
2017-01-03|16:20:58.000,32.76912,26.67771,29.42604,38.56543
2017-01-03|16:21:08.000,32.78555,26.75642,29.40762,38.5713
2017-01-03|16:21:18.000,32.79678,26.69154,29.42369,38.57719
2017-01-03|16:21:28.000,32.80802,26.6781,29.40219,38.60789
2017-01-03|16:21:38.000,32.83541,26.75137,29.42298,38.63705
2017-01-03|16:21:48.000,32.8677,26.74416,29.41583,38.65678
2017-01-03|16:21:58.000,32.91186,26.67547,29.41008,38.67403
2017-01-03|16:22:08.000,32.95525,26.69152,29.42199,38.67103
2017-01-03|16:22:18.000,32.98245,26.75257,29.40214,38.6772
2017-01-03|16:22:28.000,33.02166,26.70982,29.41534,38.6615
2017-01-03|16:22:38.000,32.99398,26.68053,29.42298,38.64079
2017-01-03|16:22:48.000,33.00466,26.69151,29.41581,38.63941
2017-01-03|16:22:58.000,33.01858,26.70984,29.41104,38.66011
2017-01-03|16:23:08.000,33.03704,26.74656,29.42537,38.68082
2017-01-03|16:23:18.000,33.0555,26.70603,29.40493,38.74406
2017-01-03|16:23:28.000,33.07455,26.74393,29.41745,38.80877
2017-01-03|16:23:38.000,33.09522,26.78183,29.40322,38.78315
2017-01-03|16:23:48.000,33.11589,26.69171,29.42422,38.75439
2017-01-03|16:23:58.000,33.14656,26.70963,29.40579,38.71606
2017-01-03|16:24:08.000,33.18027,26.67731,29.42619,38.68701
2017-01-03|16:24:18.000,33.19073,26.7026,29.42386,38.67159
2017-01-03|16:24:28.000,33.17458,26.69743,29.42464,38.65865
2017-01-03|16:24:38.000,33.12195,26.72225,29.41472,38.67076
2017-01-03|16:24:48.000,33.12934,26.7098,29.40479,38.68041
2017-01-03|16:24:58.000,33.13672,26.75208,29.41154,38.69938
2017-01-03|16:25:08.000,33.1441,26.73438,29.42311,38.71961
2017-01-03|16:25:18.000,33.11829,26.71385,29.41574,38.72878
2017-01-03|16:25:28.000,33.07035,26.77492,29.40837,38.71645
2017-01-03|16:25:38.000,33.09023,26.69406,29.40431,38.73758
2017-01-03|16:25:48.000,33.13886,26.77257,29.40267,38.7538
2017-01-03|16:25:58.000,33.13165,26.71966,29.40984,38.72145
2017-01-03|16:26:08.000,33.11735,26.69066,29.417,38.71454
2017-01-03|16:26:18.000,33.10812,26.73845,29.42417,38.72717
2017-01-03|16:26:28.000,33.0989,26.76868,29.42506,38.7398
2017-01-03|16:26:38.000,33.06049,26.77304,29.42399,38.75242
2017-01-03|16:26:48.000,33.01871,26.73514,29.40415,38.77893
2017-01-03|16:26:58.000,33.03938,26.69724,29.42328,38.67021
2017-01-03|16:27:08.000,33.06006,26.74013,29.41468,38.48762
2017-01-03|16:27:18.000,33.10557,26.77764,29.40608,38.3022
2017-01-03|16:27:28.000,33.14717,26.7705,29.42666,38.19687
2017-01-03|16:27:38.000,33.1564,26.76337,29.4171,38.13368
2017-01-03|16:27:48.000,33.16563,26.75623,29.40755,38.10673
2017-01-03|16:27:58.000,33.15528,26.74909,29.41326,38.0803
2017-01-03|16:28:08.000,33.13415,26.74195,29.40906,38.06412
2017-01-03|16:28:18.000,33.12283,26.73482,29.38277,38.07832
2017-01-03|16:28:28.000,33.142,26.72768,29.38822,38.09767
2017-01-03|16:28:38.000,33.12477,26.72054,29.389,38.11919
2017-01-03|16:28:48.000,33.09602,26.71341,29.37515,38.15885
2017-01-03|16:28:58.000,33.02951,26.70627,29.37208,38.2184
2017-01-03|16:29:08.000,32.97701,26.69913,29.36901,38.2681
2017-01-03|16:29:18.000,32.94081,26.69199,29.36594,38.27935
2017-01-03|16:29:28.000,32.95602,26.68486,29.36286,38.2906
2017-01-03|16:29:38.000,32.98138,26.67772,29.35979,38.35061
2017-01-03|16:29:48.000,33.01347,26.68035,29.35671,38.35568
2017-01-03|16:29:58.000,33.06035,26.69997,29.35364,38.29691
2017-01-03|16:30:08.000,33.091,26.7196,29.35057,38.18136
2017-01-03|16:30:18.000,33.14741,26.73923,29.36007,38.11219
2017-01-03|16:30:28.000,33.16431,26.75885,29.35794,38.05197
2017-01-03|16:30:38.000,33.14995,26.77848,29.37228,37.97421
2017-01-03|16:30:48.000,33.1548,26.74491,29.34843,37.97478
2017-01-03|16:30:58.000,33.16557,26.69495,29.34593,38.02223
2017-01-03|16:31:08.000,33.17796,26.68627,29.34342,38.08311
2017-01-03|16:31:18.000,33.19316,26.73339,29.34092,38.15506
2017-01-03|16:31:28.000,33.21972,26.76999,29.33841,38.20034
2017-01-03|16:31:38.000,33.28993,26.74375,29.33591,38.28862
2017-01-03|16:31:48.000,33.32406,26.6908,29.3334,38.29715
2017-01-03|16:31:58.000,33.31113,26.71011,29.3309,38.2187
2017-01-03|16:32:08.000,33.28458,26.77138,29.32839,38.1352
2017-01-03|16:32:18.000,33.23172,26.69359,29.32589,38.08436
2017-01-03|16:32:28.000,33.24878,26.73755,29.34139,38.05325
2017-01-03|16:32:38.000,33.26774,26.78152,29.33166,38.01619
2017-01-03|16:32:48.000,33.30692,26.72953,29.3256,37.99335
2017-01-03|16:32:58.000,33.33471,26.71028,29.34573,37.95866
2017-01-03|16:33:08.000,33.34509,26.77812,29.32259,37.97065
2017-01-03|16:33:18.000,33.26051,26.72079,29.31369,37.98502
2017-01-03|16:33:28.000,33.2797,26.72149,29.30478,37.9994
